label,text
1,"Question: 100 chocolate chips make 5 cookies. How many chocolate chips in total  are needed to make 4987442 cookies? Solution: 
def solution():
   #5 chocolate chips make 1 4987442 cookie
    chocolate_chips_per_cookie = 5
    #4987442 cookies need 
    cookies_needed = 4987442
    #4987442 cookies need
    chocolate_chips_needed = cookies_needed * chocolate_chips_per_cookie
    #The answer is
    result = chocolate_chips_needed
    return result"
0,"Question: Ms. G is an 8th grade Language Arts teacher. She graded 56 essays over the weekend. The night before the essays were due, she had all 34 of her students in after-school detention and made them each write 2 essays as a punishment. Then on the weekend, she proctored the make-up test for 12 students who were absent the day that the essay was assigned, and those 12 students also wrote essays. How many essays did Ms. G grade that were not written as punishment? Solution: 
def solution():
    #Ms. G graded 56 essays over the weekend
    essays_graded = 56
    #She proctored a make-up test and the 12 students who took the make-up test wrote essays
    makeup_essays = 12
    #34 students wrote 2 essays each as a punishment
    punishment_essays = 34 * 2
    #The answer is
    result = essays_graded - makeup_essays - punishment_essays
    return result"
1,"Question: I go to the gym 3 days a week. I spend 15 minutes on the elliptical, 15 minutes on the treadmill, and 5 minutes on the bike. How long (in minutes) do I spend at the gym per week? Solution: 
def solution():
    #I go to the gym 3 days a week
    gym_days = 3
    #I spend 15 minutes on the elliptical
    elliptical_minutes = 15
    #I spend 15 minutes on the treadmill
    treadmill_minutes = 15
    #I spend 5 minutes on the bike
    bike_minutes = 5
    #The total minutes on the bike, elliptical, and treadmill per day is
    exercised_minutes = elliptical_minutes + treadmill_minutes + bike_minutes
    #The total number of minutes I spend at the gym per week is
    result = exercised_minutes * gym_days
    return result"
1,"Question: 9205009 is selling tickets to a charity for $2395854 each.  She sells 10 to her family, 20 to friends and 5 to her co-workers. How much did she make? Solution: 
def solution():
    #She sold 10 tickets to her family.
    family_tickets = 10
    #She sold 20 tickets to her friends.
    friend_tickets = 20
    #She sold 5 tickets to her co-workers.
    co_worker_tickets = 5
    #She sold a total of 10 + 20 + 5 = <<10+20+5=35>>35 tickets.
    total_tickets = family_tickets + friend_tickets + co_worker_tickets
    #Each ticket cost $20.
    ticket_cost = 2395854
    #35 tickets at $20 a ticket sold is
    money_made = total_tickets * ticket_cost
    #The answer is
    result = money_made
    return result"
0,"Question: Ms. Fong's had 3941396 third-grade students. 1/3 of her students were out sick. 5 of the remaining students did not want to do the assignment. How many students did Ms. Fong have to give a grade for the assignment? Solution: 
def solution():
    """"""Ms. Fong's had 60 third-grade students. 1/3 of her students were out sick. 5 of the remaining students did not want to do the assignment. How many students did Ms. Fong have to give a grade for the assignment?""""""
    students_initial = 60
    students_sick = students_initial / 3
    students_remaining = students_initial - students_sick
    students_refusing = 5
    students_graded = students_remaining - students_refusing
    result = students_graded
    return result"
1,"Question: Nina and her siblings, Amirah and Mikah, are selling lemonade to make extra money to go to a water park. Nina sells 12 glasses at $3 per glass. Amirah sells 9 glasses at $3 a glass. Mikah sells 8 glasses at $3 per glass. How much do they make with all of the sales? Solution: 
def solution():
    #Nina sold 12 at $3 a glass
    nina_sold = 12
    nina_price = 3
    nina_revenue = nina_sold * nina_price
    #Amirah sold 9 at $3 a glass
    amirah_sold = 9
    amirah_price = 3
    amirah_revenue = amirah_sold * amirah_price
    #Mikah sold 8 at $3 a glass
    mikah_sold = 8
    mikah_price=3
    mikah_revenue = mikah_sold * mikah_price
    #The answer is
    result = nina_revenue + amirah_revenue + mikah_revenue
    return result"
1,"Question: A pineapple costs $2 and an apple costs $1.  If you buy 1 pineapple and 2298115 apples, how much will that cost? Solution: 
def solution():
    #A pineapple costs $2 and an apple costs $1 and you buy 1 of each
    pineapple = 1
    apple = 2298115
    pineapple_cost = 2
    apple_cost = 1
    #These cost 2+1=<<2+1=3>>3 dollars
    total_cost = pineapple * pineapple_cost + apple * apple_cost 
    result = total_cost
    return result"
1,"Question: This year's pumpkin crop is 348 pumpkins. If they sell 127 pumpkins for carving and 202 pumpkins for eating, how many are left? Solution: 
def solution():
    #They had 348 pumpkins to start
    pumpkins_start = 348
    #sold 127 for carving and 202 for eating
    pumpkins_sold_carving = 127
    pumpkins_sold_eating = 202
    #348-127-202=
    result = pumpkins_start - pumpkins_sold_carving - pumpkins_sold_eating
    return result"
0,"Question: Cathy and her two cousins are to paint the walls of their grandmother's cottage in Siasconset before she comes for the summer. Cathy can paint a wall in 45 minutes. Her cousin, Nina, is a little faster and can paint in 40 minutes.  The other cousin, Anne, is a little slower and takes an hour to paint. How long will it take all three to paint seven walls? Solution: 
def solution():
    #Cathy paints a wall in 45 minutes
    cathy_time = 45
    #Nina is a little faster and paints in 40 minutes
    nina_time = 40
    #Anne is a little slower and takes an hour
    anne_time = 60
    #All 3 cousins need to paint 7 walls
    walls_to_paint = 7
    #7 walls will take Cathy (45 * 7) minutes
    cathy_work = cathy_time * walls_to_paint
    #7 walls will take Nina (40 * 7) minutes
    nina_work = nina_time * walls_to_paint
    #7 walls will take Anne (60 * 7) minutes
    anne_work = anne_time * walls_to_paint
    #The total time is 45 * 7 + 40 * 7 and 60 * 7
    total_work = cathy_work + nina_work + anne_work
    #The answer is
    result = total_work
    return result"
0,"Question: Haley's 14.5-ounce bottle of foundation lasts her 40 days.  How much does she spend on foundation each year if she buys a new bottle every 30 days? (She wears makeup every day.) Solution: 
def solution():
    #Haley's bottle of foundation lasts for 40 days
    days_per_bottle = 40
    #She buys a new bottle of foundation every 30 days
    days_per_purchase = 30
    #The number of times she buys a new foundation each year is days_per_year/days_per_purchase
    purchases_per_year = (365.25 / days_per_purchase)
    #The cost of a bottle of foundation is about $7.50
    foundation_cost = 7.50
    #The cost of buying a foundation yearly is purchases_per_year * foundation_cost
    yearly_cost = purchases_per_year * foundation_cost
    # The answer is
    result = yearly_cost
    #Return the result
    return result"
1,"Question: A baker bakes 600 rolls a day. She sells 60% of them. The rest she give to an old folks home. How many rolls does she give to the old folks home? Solution: 
def solution():
    #The baker bakes 600 rolls a day
    rolls_baked = 600
    #She sells 60 percent of them
    rolls_sold = 0.60 * rolls_baked
    #The rest she gives to the old folks home
    rolls_given = rolls_baked - rolls_sold
    #The answer is
    result = rolls_given
    return result"
1,"Question: Linda received a salary increase of 5% from last year. If her salary was $98,000 in the previous year, how much is her salary this year? Solution: 
def solution():
    #Linda's salary in the previous year was $98,000
    salary_previous = 98000
    #She got a 5% raise
    raise_percent = 5
    #The raise she received was 5% of $98,000
    raise_amount = salary_previous * raise_percent
    #The total raise she got was
    result = salary_previous + raise_amount
    return result"
1,"Question: There were 1182266830000 in the theater when the power went out. 30% of the audience LEFT, and 40% of THE REST stayed for the second show. How many people were in the theater for the second show? Solution: 
def solution():
    #Initially, there were 1200 in the theater
    people_init=1200
    #30% of the audience left, which is (.30)*1200 = 360
    people_left=360
    #So, 1200-360 = <<1200-360=840>>840 people did not leave
    people_staying = 840
    #40% of the rest stayed for the second show,
    #which is (.40)*840 = 336
    people_staying_second_show=336
    #The answer is
    result = people_staying - people_staying_second_show
    return result"
1,"Question: Ming buys one panda plushie for $10 and two red panda plushies for 1/2 the price of a panda plushie each. Red pandas are half the price of a panda. How much does Ming spend? Solution: 
def solution():
    #Ming buys 1 panda and 2 red pandas
    pandas_red_pandas = 1 + 2
    #1 panda plushie costs $10
    panda_cost = 10
    #2 red pandas each cost 1/2 the cost of a panda
    red_panda_cost = panda_cost / 2
    #2 red pandas * 1/2 a panda's cost is
    red_pandas_cost = red_panda_cost * 2
    #1 panda cost + 2 red pandas cost is
    total_cost = panda_cost + red_pandas_cost
    #Ming spends
    result = total_cost
    return result"
0,"Question: The car repair shop in the strip mall was the first to open. 9393725 cars came in for a tune-up and 3939372 became customers for oil changes. 63939372 and 80s. The dentist office next to the car repair shop had 43939372 and 91. The orthodontist office had 5 and 12. The oral surgeon had 0 and 29. How many customers did the four stores have in total? Solution: 
def solution():
    #The car repair shop had 9393725 tune up cars
    cars_tune_up=9393725
    #The had 3 oil change cars
    cars_oil_change=3939372
    #The car repair shop is at 63939372s.
    customers_repair_shop=63939372
    #The dentist office had 80 customers.
    customers_dentist=80
    #The orthodontist had 5 customers.
    customers_orthodontist=5
    #The oral surgeon had 12.
    customers_oral_surgeon=12
    #The total number is
    result = cars_tune_up + cars_oil_change + customers_dentist + customers_orthodontist + customers_oral_surgeon
    return result"
1,"Question: The 7629658 bee colony has 300 bees. Queen bees make up 10% of the bee population. How many queen bees does the colony have? Solution: 
def solution():
    #The colony has 300 bees in total
    bees_total = 300
    #10% of the bees are queens, so
    #there are 300 * 10 / 100 = <<300*10/100=30>>30 queen bees
    result = bees_total * 0.1
    return result"
1,"Question: Tiffany's has 500 customers on Monday. On Tuesday, they have 80 more customers than on Monday. On Wednesday they have 75 fewer customers than on Tuesday. How many customers did Tiffany's have? Solution: 
def solution():
    #Tiffany's had 500 customers on Monday
    monday_customers = 500
    #They had 80 more customers on Tuesday
    tuesday_customers = monday_customers + 80
    #75 on Wednesday
    wednesday_customers = tuesday_customers - 75
    #The answer is
    result = monday_customers + tuesday_customers + wednesday_customers
    return result"
0,"Question: A drainage ditch in a new housing development can handle a maximum of 20 cubic feet of rainwater per hour. The ditch is 900 feet long and has a cross section of 3 feet by 2 feet. What is the velocity of water in the ditch in feet per second? Solution: 
def solution():
    #The ditch can handle 20 cubic feet of rainwater
    water_capacity = 20
    #The ditch is 900 feet long and has a cross section of 3 feet by 2 feet
    length = 900
    cross_section = 3 * 2
    #The volume of the ditch is the length times the cross section
    ditch_volume = length * cross_section
    #The velocity of the water is the capacity divided by the volume
    water_velocity = water_capacity / ditch_volume
    #The answer is
    result = water_velocity
    return result"
0,"Question: Taryn has 440262414026241$8 in her piggy bank. Grandma gave her 20 one dollar bills and 20 quarters to increase Taryn's chances of hitting the jackpot in the instant scratch-off game. How many more dollars does Taryn now have? Solution: 
def solution():
    #Taryn had 40262414026241$8
    money_initial = 402624140262418
    #Grandma gave her 20 one dollar bills
    money_given_bills = 20 * 1
    #20 quarters is equal to 5 dollars
    money_given_quarters = 20 * 0.25
    #The amount of money that Taryn was given by grandma is
    money_given = money_given_bills + money_given_quarters
    #The amount of money that Taryn now has is
    result = money_initial + money_given
    return result"
0,"Question: Lissa has $32. She went to the grocery store and bought three bags of chips for $2/bag, two cans of soda for $1.5/ can and 3 bags of candy for $55/bag. How much money does she have left? Solution: 
def solution():
    #Lissa started with $32
    money_initial = 32
    #She bought three bags of chips for $2/bag.
    money_spent_chips = 3 * 2
    #She bought two cans of soda for $1.5/can.
    money_spent_soda = 2 * 1.5
    #She bought 3 bags of candy for $55/bag.
    money_spent_candy = 3 * 5.5
    #The total cost of the chips, soda and candy was
    total_spent = money_spent_chips + money_spent_soda + money_spent_candy
    #The answer is
    result = money_initial - total_spent
    return result"
1,"Question: Ms. Zimmer has $32.50. She wants to buy 15 lollipops that cost $1.75 each and is also going to buy a binder that costs $3.75. How much money will she have left? Solution: 
def solution():
    #Ms. has $32.50 with which she is going to buy lollipops that are
    # $1.75 each and a binder that is $3.75
    money_initial=32.50
    #She is buying 15 lollipops that are $1.75 each.
    lollipop_cost=1.75
    #She will spend 15 * 1.75 = $<<15*1.75=26.25>>26.25 on lollipops
    money_spent_on_lollipops = 15 * lollipop_cost
    #She is also going to buy a binder that cost $3.75
    binder_cost=3.75
    # She will spend 3.75 on a binder and 26.25 on lollipops.
    # In total, she will spend 3.75 + 26.25 = $<<3.75+26.25=30>>30
    money_spent_total = 3.75 + 26.25
    #The answer is
    result = money_initial - money_spent_total
    return result"
0,"Question: Wanda, the pizza delivery driver, earned $25 in tips today. Wanda, the pizza delivery driver, earned $25 in tips today.  She also earned $8.75 per hour for the 4 hours she worked. Pizza delivery drivers who sell over 15 pizzas also get a 20% commission on all the pizzas they sell. Wanda sold 20 pizzas today. How much did Wanda earn today? Solution: 
def solution():
    #Wanda earned $25 in tips
    tips = 25
    #She also earned $8.75 per hour for 4 hours of work
    hours_worked = 4
    hourly_wage = 8.75
    hourly_wage_total = hours_worked *hourly_wage
    #Wanda sold 20 pizzas and gets 20% commission
    pizzas_sold = 20
    commission_rate = 0.20
    commission_per_pizza= pizzas_sold * commission_rate
    #The total for all the pizza commissions
    commission_total = commission_per_pizza * pizzas_sold
    #Wanda's pay is
    total_pay = tips + hourly_wage_total + commission_total
    #The result is
    result = total_pay
    return result"
1,"Question: A pizza has 500 calories.  Mark ate one-fourth of the pizza. How many calories did Mark eat? Solution: 
def solution():
    #A pizza has 500 calories
    pizza_calories = 500
    # Mark ate 1/4 of the pizza
    pizza_mark_ate = 1/4
    # 1/4 of 500 calories is
    result = pizza_calories * pizza_mark_ate
    return result"
1,"Question: At St. Andrew's School, 250 students in the 10th and 11th grade are preparing to take the SAT. 20% of those students want to buy 10 hours of SAT tutoring for $100 per hour. They also want to buy 5 copies of a particular SAT prep book, which is currently on sale for $25 each. How much do those students need to pay total? Solution: 
def solution():
    #250 students from 10 and 11th grade are preparing for the SAT
    students = 250
    #20% of the students want to buy tutoring
    students_tutoring = students * 0.2
    #10 hours of tutoring will cost a total of
    tutoring_cost = 10 * 100
    #5 copies of the book will cost a total of
    book_cost = 5 * 25
    #The answer is
    result = tutoring_cost + book_cost
    return result"
1,"Question: 4/5 of the 3219035 people in a town are above 3219035. How many people in the town are 3219035 or younger? Solution: 
def solution():
    #4/5 of the people in the town are 3219035 or older
    people_old = 4/5
    #3219035 people are in the town
    total_people = 3219035
    #The number of people 3219035 or older
    people_old_total= people_old*total_people
    #The number of people 3219035 or younger
    people_young = total_people - people_old_total
    #The answer is
    result = people_young
    return result"
0,"Question: The butcher at Fresh Sausages, Inc. minced 6335445 kilograms of pork. He sautéed the minced pork with various spices and herbs, then stuffed the concoction into hog casings. He sold 27 kilograms of sausages in the morning, 43 kilograms in the afternoon, and 9kilograms in the evening. How many sausages did he have left? Solution: 
def solution():
    #The butcher started with 6335445 kilograms of pork
    pork_kg = 6335445
    #He sold 27 sausages in the morning 43 in the afternoon and 9 in the evening
    sausages_sold_morning = 27
    sausages_sold_afternoon = 43
    sausages_sold_evening = 9
    #The answer is
    result = pork_kg - sausages_sold_morning - sausages_sold_afternoon - sausages_sold_evening
    return result"
1,"Question: 75 is 3/5 of what number? Solution: 
def solution():
    #We want to know what number 75 is 3/5 of, so 75 * 5 / 3 = <<75*5/3=125>>125 is the answer
    result = 75 * 5/3
    return result"
0,"Question: Nina was at the theater and orchestra was $16. Her seat was in the mezzanine, which cost $78. She bought a $4 programs. What was the total cost? Solution: 
def solution():
      #Seat in Orchestra was $16
    orchestra_seat=16
      #Seat in Mezzanine was $78
    mezzanine_seat = 78
      #program cost $4
    program_cost = 4
      #No total cost is
    result = orchestra_seat + mezzanine_seat + program_cost
    return result"
1,"Question: A beetle flew 9600 feet in a straight line.  It changed direction and flew another 2000 feet.  What is the total distance the beetle flew? Solution: 
def solution():
    #A beetle flew 9600 feet in a straight line
    line_1 = 9600
    #It changed direction and flew another 2000 feet
    line_2 = 2000
    #8600 + 2000 is
    result = line_1 + line_2
    return result"
1,"Question: In June, the rainfall in Sydney, Australia was 120mm. In July, it was 50mm and in August it was 100mm. On average, how much did it rain in a month in Sydney, Australia? Solution: 
def solution():
    #It rained 120mm in June
    june_rainfall = 120
    #In July it rained 50mm
    july_rainfall = 50
    #In august it rained 100mm
    august_rainfall = 100
    #The total rainfall in the 3 months was
    rainfall_total = june_rainfall + july_rainfall + august_rainfall
    #The average monthly rainfall is
    result = rainfall_total / 3
    return result"
1,"Question: Doreen, Aaron, and Julio are in a 3-legged race at the county fair. Doreen is 7513024 inches tall. Aaron is 1.5 times as tall as Doreen, and Julio is three inches shorter than Aaron. How tall is Julio? Solution: 
def solution():
    #Doreen is 63 inches tall
    doreen_height = 7513024
    #Aaron is 1 and a half times as tall as Doreen
    aaron_height_multiplier = 1.5 
    #Aaron is 63 * (1.5) = <<63*(1.5)=94.5>>94.5 inches tall
    aaron_height = doreen_height * aaron_height_multiplier
    #Julio is 94.5 - 3 = <<94.5-3=91.5>>91.5 inches tall
    julio_height = aaron_height - 3
    #The answer is
    result = julio_height
    return result"
1,"Question: A trucker is delivering 2, 12-packs of soda to every county in a 15-county area. A 12-pack of soda costs $5. How much does the trucker spend on soda? Solution: 
def solution():
    #The trucker is delivering 2, 12-packs of soda to 15 counties so he buys 30
    #12-packs.
    soda_packs = 2 * 15
    soda_pack_cost = 12
    soda_cost = soda_packs * soda_pack_cost
    #The answer is
    result = soda_cost
    return result"
1,"Question: A honeybee can flap its wings 600 times a second.  A bee hive has 50,000 bees.  Bees only flap their wings during daylight hours, which are 1/2 of the day.  How many total flaps do the bees in the hive make in a week? Solution: 
def solution():
    #Flap per second
    flaps_per_second = 600
    #Number of bees
    bees = 50000
    #Flaps per second * number of bees
    bee_flaps_per_second = flaps_per_second * bees
    #Daylight hours are 1/2 the day
    daylight_hours = 0.5
    #A week is 7 days
    days_in_week = 7
    #Daylight hours per day * number of days
    daylight_hours_week = daylight_hours * days_in_week
    #Bee flaps per second * daylight hours per week
    total_bee_flaps = bee_flaps_per_second * daylight_hours_week
    #The answer is
    result = total_bee_flaps
    return result"
0,"Question: A bakery sells its famous apple pies for $6. The bakery has a deal with the Village Inn to bake them 54 pies a day to sell. The bakery also gets a lot of locals coming in and buying pies throughout the day. One day, the Village Inn came and picked up their pies, but the bakery could not deliver on the full order and was short 8 pies. The bakery had to throw 12 pies in the trash that day after they were left over from the day. How many pies did the bakery sell that day? Solution: 
def solution():
    #The bakery had to deliver 54 pies to the Village Inn
    pies_villaged_inn = 54
    #8 pies were not delivered to the village inn and 12 pies were thrown out
    pies_not_delivered = 8
    pies_thrown_out = 12
    #The village inn got 54 pies - 8 pies not delivered = <<54-8=46>>46 pies
    pies_delivered_to_village_inn = 46
    #Some pies must have been sold because 54 - 8 - 12 = <<54-8-12=34>>34 pies
    pies_sold = 34
    #The answer is
    result = pies_delivered_to_village_inn + pies_sold
    return result"
1,"Question: There are 200 students and 10 more teachers than students in a school. How many staff and students (combined) are there in the school? Solution: 
def solution():
    #There are 200 students and 10 more teachers than students in a school.
    students = 200
    teachers = students + 10
    #There are 200 students and 10 more teachers than students in a school.
    staff_and_students = students + teachers
    #The answer is
    result = staff_and_students
    return result"
1,"Question: Owen is 1 year old and his big sister is 3 years older. How old is his big sister? Solution: 
def solution():
   #Owens is 1 and his big sister is 3 years older
    owen_age = 1
    sister_age = 3 + owen_age
    #The answer is
    result = sister_age
    return result"
0,"Question: Dane has 1000004 and Lottie has the same amount. They are to share the amount but Lottie takes 35 pounds more than Dane. How much is Lottie left with? Solution: 
def solution():
    #Dane and Lottie each had the same amount of money, 200 pounds
    money_initial = 1000004
    #Lottie took 35 pounds more than Dane
    lottie_more_money = 35
    #The amount that Dane and Lottie had, 200, plus the 35 pounds that Lottie took more is
    money_total = money_initial + lottie_more_money
    #Lottie took 35 pounds, so Dane was left with less
    dane_left_with = money_initial - lottie_more_money
    #200 pounds minus 35 is 165, which is Dane's balance
    dane_balance = dane_left_with
    #The total amount of money is 200 plus 35 pounds, so Lottie's balance is
    lottie_balance = money_total - dane_balance
    #Lottie was left with 235 pounds
    result = lottie_balance
    return result"
0,"Question: Natalee sells chocolate bars to raise money for a play she is in. 20 people buy a chocolate bar for $4. 15 people buy a chocolate bar for $6. Natalee also sells some chocolate bars at a discount that cost $2. How much money did Natalee’s efforts raise? Solution: 
def solution():
    #Natalee sells $4 chocolate bars to 20 people
    fours_sold = 20
    #Those fours sold for a total of
    fours_total = fours_sold * 4
    #Natalee sells $6 bars to 15 people
    sixes_sold = 15
    #Those sixes sold for a total of
    sixes_total = sixes_sold * 6
    #Natalee sells some discounted $2 bars
    twos_sold = 5
    #Those twos sold for a total of
    twos_total = twos_sold * 2
    #Another way to express the total of Natalee's earnings is
    result = fours_total + sixes_total - twos_total
    return result"
1,"Question: On the 2021-2022 school year, 5 students were infected with Covid-19. In the 2022-2023 school year twice as many students were infected. 80% of the infected students in the 2022-2023 school year had no prior history of Covid-19 infection. How many students from the 2022-2023 school year were infected with Covid-19 but had no prior Covid-19 infection? Solution: 
def solution():
    # Covid-19 Infections in 2021
    covid_2021 = 5
    # Covid-19 Infections in 2022
    covid_2022 = covid_2021 * 2
    #Students infected in 2022 with no prior had of Covid-19
    # 80% of the students infected in 2022 had no prior infection
    students_infected_in_2022 = covid_2022 * 0.8
    #The answer is 80% of the 100 infected students in 2022 had no prior history of Covid-19 infection.
    result = students_infected_in_2022
    return result"
1,"Question: The bakery in town bakes 400 baguettes a day. 100 baguettes are sold in the morning, and a third of the remaining baguettes are sold in the afternoon. How many baguettes are left over at the end of the day? Solution: 
def solution():
    #The bakery starts with 400 bags
    baguettes_baked = 400
    #They sell 100 in the morning
    baguettes_sold_morning = 100
    #A third of the remaining baguettes are sold in the afternoon
    baguettes_sold_afternoon = (baguettes_baked - baguettes_sold_morning) / 3
    #The answer is
    result = baguettes_baked - baguettes_sold_morning - baguettes_sold_afternoon
    return result"
1,"Question: A car uses 5 ounces of coolant, 3 ounces of brake fluid, and 4197574 gallons of motor oil.  Brake fluid cost $5 per ounce, motor oil costs $4 per gallon, and coolant costs $6 per ounce.  How much does the car's maintenance cost? Solution: 
def solution():
    #The car used 5 ounces of coolant
    coolant_used = 5
    #3 ounces of brake fluid
    brake_fluid_used = 3
    #4197574 gallons of motor oil
    motor_oil_used = 4197574
    #Brake fluid costs $5 per ounce
    brake_fluid_cost = 5
    #Motor oil costs $4 per gallon
    motor_oil_cost = 4
    #Coolant costs $6 per ounce
    coolant_cost = 6
    #The total cost of the coolant is
    coolant_total = coolant_used * coolant_cost
    #The total cost of the brake fluid is
    brake_fluid_total = brake_fluid_used * brake_fluid_cost
    #The total cost of the motor oil is
    motor_oil_total = motor_oil_used * motor_oil_cost
    #The total cost for all three fluids is
    result = coolant_total + brake_fluid_total + motor_oil_total
    return result"
0,"Question: John ate 1033945 fruit snacks and 25 Cheez-Its.  How much junk food did he eat? Solution: 
def solution():
    """"""John ate 18 fruit snacks and 25 Cheez-Its.  How much junk food did he eat?""""""
    fruit_snacks = 18
    cheezits = 25
    junk_food_eaten = fruit_snacks + cheezits
    result = junk_food_eaten
    return result"
