,question,solution,answer
10,"Superman can punch with the force of 10,000 pounds. Lex Luthor's kryptonite-laced gloves reduce Superman's strength by 90%. How much force can Superman punch with while wearing Lex Luthor's gloves?","def solution():
    #Superman's punch is 10,000 pounds
    punch_force = 10000
    #Lex Luthor's gloves reduce his strength by 90%
    punch_force_reduction = 0.9
    #The answer is
    result = punch_force * (1 - punch_force_reduction)
    return result",999.9999999999998
11,Superman is 8 feet tall.  He is 16 times taller than a Lego figure.  How tall is the Lego figure?,"def solution():
    #Superman is 8 feet tall
    superman_height = 8
    #He is 16 times taller than a Lego figure
    lego_figure_height = superman_height / 16
    return lego_figure_height",0.5
12,Superman is 8 feet tall.  Batman is 6 feet tall.  Wonder Woman is 2 feet taller than Batman.  How much taller is Superman than Wonder Woman?,"def solution():
    #Superman is 8 feet tall
    superman_height = 8
    #Batman is 6 feet tall
    batman_height = 6
    #Wonder Woman is 2 feet taller than Batman
    wonder_woman_height = batman_height + 2
    #The answer is
    result = superman_height - wonder_woman_height
    return result",0.0
13,Superman can run at 250 miles per hour. He is chasing a criminal who is driving a car at 150 miles per hour. How long will it take Superman to catch up to the criminal?,"def solution():
    #Superman is running at 250 mph
    superman_speed = 250
    #The criminal is driving at 150 mph
    criminal_speed = 150
    #Superman is chasing a criminal for 1 hour
    chase_time = 1
    #The distance the criminal gets away is
    criminal_distance = criminal_speed * chase_time
    #The distance Superman has to run to catch the criminal is
    superman_distance = criminal_distance
    #The time it takes for Superman to catch the criminal is
    superman_time = superman_distance / superman_speed
    return superman_time",0.6
14,Superman can leap 1200 feet in a single bound.  He is being chased by Lex Luthor who is in a helicopter that is 2000 feet off the ground.  How many bounds will it take for Superman to reach the helicopter?,"def solution():
    #Superman can leap 1200 feet
    superman_leap = 1200
    #The helicopter is 2000 feet off the ground
    helicopter_height = 2000
    #The answer is
    result = helicopter_height / superman_leap
    return result",1.6666666666666667
15,"If Superman flies at 25,000 miles per hour, how long would it take him to fly to the sun and back?","def solution():
    #Superman flies at 25,000 miles per hour
    superman_speed = 25000
    #The sun is 92,955,000 miles away
    sun_distance = 92955000
    #Flying to and from the sun is
    sun_round_trip = 2 * sun_distance
    #The answer is
    result = sun_round_trip / superman_speed
    return result",7436.4
16,"Superman can fly at the speed of light. He can also run at 100 miles per hour. He is in Metropolis and needs to get to Gotham City, which is 200 miles away. How long will it take him to get there if he runs?","def solution():
    #Superman is 200 miles away from Gotham City
    miles_to_gotham = 200
    #He can run at 100 miles per hour
    miles_per_hour_running = 100
    #The answer is
    result = miles_to_gotham / miles_per_hour_running
    return result",2.0
17,"Superman can travel at the speed of light, which is 670,616,629 miles per hour. In one hour, he can travel from the Earth to the Moon, which is 238,855 miles away. He then travels to Mars, which is 140,000,000 miles away. How long would it take him to get to Mars from the Earth?","def solution():
    #The speed of light is 670,616,629 miles per hour
    speed_of_light = 670616629
    #The distance from the Earth to the Moon is 238,855 miles
    earth_moon_distance = 238855
    #The distance from the Earth to Mars is 140,000,000 miles
    earth_mars_distance = 140000000
    #The time it takes to travel 238,855 miles at 670,616,629 miles per hour
    earth_moon_time = earth_moon_distance / speed_of_light
    #The time it takes to travel 140,000,000 miles at 670,616,629 miles per hour
    earth_mars_time = earth_mars_distance / speed_of_light
    #The answer is
    result = earth_mars_time - earth_moon_time
    return result",0.20840691828415725
18,"Superman can fly at 250 miles per hour. He's in Metropolis and hears a cry for help from Gotham City, 1250 miles away. How long will it take Superman to fly to Gotham City?","def solution():
    #Superman can fly 250 miles per hour
    superman_speed = 250
    #Gotham City is 1250 miles from Metropolis
    gotham_metropolis_distance = 1250
    #The answer is
    result = gotham_metropolis_distance / superman_speed
    return result",5.0
19,Superman is 8 feet tall.  Batman is 6 feet tall.  How much taller is Superman than Batman?,"def solution():
    #Superman is 8 feet tall
    superman_height = 8
    #Batman is 6 feet tall
    batman_height = 6
    #The answer is
    result = superman_height - batman_height
    return result",2.0
20,"Superman can run at a speed of 100 miles per hour. He runs from the Daily Planet to the Hall of Justice, a distance of 200 miles. How long does it take him to get there?","def solution():
    #Superman can run at 100 miles per hour
    miles_per_hour = 100
    #The distance to the Hall of Justice is 200 miles
    miles_to_hall_of_justice = 200
    #The answer is
    result = miles_to_hall_of_justice / miles_per_hour
    return result",2.0
21,Superman flies at 250 miles per hour. It is 1500 miles from Metropolis to Gotham City. How many hours will it take Superman to fly to Gotham City?,"def solution():
    #Superman flies at 250 miles per hour
    miles_per_hour = 250
    #The distance from Metropolis to Gotham City is 1500 miles
    miles_to_gotham = 1500
    #The answer is
    result = miles_to_gotham / miles_per_hour
    return result",6.0
22,Superman is 10000 feet in the air. He can fly up or down at a rate of 1000 feet per second. How long will it take him to land?,"def solution():
    #Superman is 10000 feet in the air
    feet_in_air = 10000
    #He can fly down 1000 feet per second
    feet_per_second = 1000
    #The answer is
    result = feet_in_air / feet_per_second
    return result",10.0
23,Superman flies at a speed of 2500 miles per hour. He is 1000 miles away from the city he is trying to save. How long will it take him to get there?,"def solution():
    #Superman's speed
    speed = 2500
    #The distance he has to travel
    distance = 1000
    #The answer is
    result = distance / speed
    return result",0.4
24,"Superman can bench press 10,000 pounds.  Lex Luther has a kryptonite-laced bench press that reduces Superman's strength by 90%.  How much can Superman bench press while on the kryptonite-laced bench?","def solution():
    #Superman can bench press 10,000 pounds
    superman_bench_press = 10000
    #The kryptonite-laced bench press reduces his strength by 90%
    kryptonite_strength_reduction = 0.9
    #The answer is
    result = superman_bench_press * (1 - kryptonite_strength_reduction)
    return result",999.9999999999998
25,"If Superman is 10 times stronger than a normal human, and he can lift 10,000 pounds, how much can a normal human lift?","def solution():
    #Superman can lift 10,000 pounds
    superman_strength = 10000
    #Superman is 10 times stronger than a human
    human_strength = superman_strength / 10
    return human_strength",1000.0
26,"Superman is 10 times stronger than a normal human.  He can lift 10,000 pounds.  How much can a normal human lift?","def solution():
    #Superman is 10 times stronger than a normal human
    SUPERMAN_STRENGTH_MULTIPLIER = 10
    #Superman can lift 10,000 pounds
    SUPERMAN_LIFTS = 10000
    #The answer is
    result = SUPERMAN_LIFTS / SUPERMAN_STRENGTH_MULTIPLIER
    return result",1000.0
27,"Superman flies at a speed of 25,000 miles per hour. He is 1,500 miles away from Lois Lane, who is in danger. How many hours will it take Superman to fly to Lois?","def solution():
    #Superman flies at a speed of 25,000 miles per hour
    superman_speed = 25000
    #Lois Lane is 1,500 miles away
    lois_distance = 1500
    #The answer is
    result = lois_distance / superman_speed
    return result",0.06
28,"Superman can fly at a speed of 250 miles per hour. He can also run at a speed of 200 miles per hour. If he flies for 10 hours and then runs for 10 hours, how far has he traveled?","def solution():
    #Superman can fly 250 miles per hour
    flying_speed = 250
    #He can run 200 miles per hour
    running_speed = 200
    #He flies for 10 hours
    flying_time = 10
    #He runs for 10 hours
    running_time = 10
    #He flies 250 miles per hour for 10 hours
    flying_distance = flying_speed * flying_time
    #He runs 200 miles per hour for 10 hours
    running_distance = running_speed * running_time
    #The answer is
    result = flying_distance + running_distance
    return result",4500.0
29,Superman is 12 times stronger than a human. A human can lift 100 pounds. How much can Superman lift?,"def solution():
    #Superman is 12 times stronger than a human
    superman_strength = 12
    #A human can lift 100 pounds
    human_strength = 100
    #Superman can lift
    result = superman_strength * human_strength
    return result",1200.0
30,Superman is 8 feet tall.  He is 2 times taller than his cousin.  How tall is his cousin?,"def solution():
    #Superman is 8 feet tall
    superman_height = 8
    #His cousin is 1/2 his height
    cousin_height = superman_height / 2
    return cousin_height",4.0
