,question,solution,answer,topic,question_number
249,"Batman has 52 gadgets. He uses 14 of them on Monday, 13 of them on Tuesday, and 15 of them on Wednesday. How many gadgets does he have left?","def solution():
    #Batman started with 52 gadgets
    gadgets_initial = 52
    #He used 14 on Monday, 13 on Tuesday, and 15 on Wednesday
    gadgets_used_monday = 14
    gadgets_used_tuesday = 13
    gadgets_used_wednesday = 15
    #The answer is
    result = gadgets_initial - gadgets_used_monday - gadgets_used_tuesday - gadgets_used_wednesday
    return result",10,Batman,question_553
1375,"Steph Curry, the famous basketball player, is 6 feet 2 inches tall. 1 inch is 2.54 cm. How many centimeters is he tall?","def solution():
    #Steph Curry is 6 feet 2 inches tall
    feet_tall = 6
    inches_tall = 2
    #1 foot is 30.48 cm and 1 inch is 2.54 cm
    foot_to_cm = 30.48
    inch_to_cm = 2.54
    #The answer is
    result = (feet_tall * foot_to_cm) + (inches_tall * inch_to_cm)
    return result",187.96,Steph Curry,question_554
225,"A t-shirt costs $15, a hoodie costs $25, and a pair of socks costs $2.5. 

If you were to buy 3 t-shirts, 2 hoodies, and 5 pairs of socks, how much would it cost?","def solution():
    #A t-shirt costs $15
    tshirt_cost = 15
    #A hoodie costs $25
    hoodie_cost = 25
    #A pair of socks costs $2.5
    socks_cost = 2.5
    #You'd like to buy 3 t-shirts, 2 hoodies, and 5 pairs of socks
    tshirts = 3
    hoodies = 2
    socks = 5
    #The answer is
    result = (tshirt_cost * tshirts) + (hoodie_cost * hoodies) + (socks_cost * socks)
    return result",107.5,,question_555
236,"The lacrosse team has 24 players. 1/3 of the players are from New England, 1/6 of the players are from the Mid-Atlantic, and 1/4 of the players are from the South. How many players are not from New England, the Mid-Atlantic, or the South?","def solution():
    #The lacrosse team has 24 players
    players = 24
    #1/3 of the players are from New England
    new_england_players = players / 3
    #1/6 of the players are from the Mid-Atlantic
    mid_atlantic_players = players / 6
    #1/4 of the players are from the South
    south_players = players / 4
    #The answer is
    result = players - new_england_players - mid_atlantic_players - south_players
    return result",6.0,lacrosse,question_556
975,"Wonder Woman can hurl her tiara at 12 different targets and hit them all at the same time. 

If she hurls 3 tiaras in one day, how many targets has she hit?","def solution():
    #Wonder Woman can hurl 12 tiaras at once
    tiaras_per_hurl = 12
    #She hurls 3 tiaras in one day
    tiaras_hurled_per_day = 3
    #The answer is
    result = tiaras_per_hurl * tiaras_hurled_per_day
    return result",36,Wonder Woman,question_557
918,Tesla and her 3 friends are each building a house in Minecraft. They all need 4000 blocks of cobblestone to build a house. Tesla has 1200 blocks of cobblestone. How many more blocks of cobblestone does Tesla need to build her house?,"def solution():
    #Tesla and her 3 friends each need 4000 blocks of cobblestone
    cobblestone_per_house = 4000
    #Tesla has 1200 blocks of cobblestone
    cobblestone_tesla_has = 1200
    #Tesla needs
    cobblestone_tesla_needs = cobblestone_per_house - cobblestone_tesla_has
    return cobblestone_tesla_needs",2800,Minecraft,question_558
287,"Steph Curry, the 2022 NBA Finals MVP, is a 3-point shooting machine. He made 5 3-pointers in the first game of the 2022 NBA Finals, 8 3-pointers in the second game, and 9 3-pointers in the third game. How many 3-pointers did he make in the first 3 games of the 2022 NBA Finals?","def solution():
    #Steph Curry made 5 3-pointers in the first game, 8 3-pointers in the second game, and 9 3-pointers in the third game
    three_pointers_first_game = 5
    three_pointers_second_game = 8
    three_pointers_third_game = 9
    #The answer is
    result = three_pointers_first_game + three_pointers_second_game + three_pointers_third_game
    return result",22,Steph Curry,question_559
518,A baker baked 400 loaves of bread. He sells 100 loaves of bread in the morning and 100 in the afternoon. 50 loaves of bread are returned to him. How many loaves of bread does he have left?,"def solution():
    #The baker started with 400 loaves
    loaves_baked = 400
    #He sold 100 in the morning and 100 in the afternoon
    loaves_sold_morning = 100
    loaves_sold_afternoon = 100
    #50 loaves were returned
    loaves_returned = 50
    #The answer is
    result = loaves_baked - loaves_sold_morning - loaves_sold_afternoon + loaves_returned
    return result",250,,question_560
521,11111111 is a 7-digit number. 999999 is a 6-digit number. 12345 is a 5-digit number. 123 is a 3-digit number. 1 is a 1-digit number. How many 0s are in the 8-digit number 11111111 + 999999 + 12345 + 123 + 1?,"def solution():
    #11111111 is a 7-digit number. 999999 is a 6-digit number. 12345 is a 5-digit number. 123 is a 3-digit number. 1 is a 1-digit number.
    #11111111 + 999999 + 12345 + 123 + 1
    #is an 8-digit number.
    #The answer is
    result = 0
    return result",0,,question_561
998,"The Black Panther is the ruler of the fictional African nation of Wakanda. 
The Black Panther's outfit is made of vibranium, a material that can absorb and release large amounts of kinetic energy. 
In the 2018 movie, the Black Panther was able to withstand the force of a 200-pound man falling from a height of 100 feet. 
How much kinetic energy did the Black Panther absorb? (hint: the kinetic energy of a falling object is m*g*h, where m is the mass, g is the acceleration due to gravity, and h is the height)","def solution():
    # m is the mass of the man
    m = 200
    # g is the acceleration due to gravity
    g = 9.8
    # h is the height
    h = 100
    # The kinetic energy is m*g*h
    kinetic_energy = m * g * h
    return kinetic_energy",196000.00000000003,Black Panther,question_562
934,"33 people in line at the ice cream shop. 7 of them order a single scoop, 14 of them order a double scoop, and the rest order a triple scoop. How many scoops of ice cream are ordered in total?","def solution():
    #33 people in line at the ice cream shop
    people = 33
    #7 of them order a single scoop
    single_scoop = 7
    #14 of them order a double scoop
    double_scoop = 14
    #the rest order a triple scoop
    triple_scoop = people - single_scoop - double_scoop
    #The answer is
    result = single_scoop + double_scoop * 2 + triple_scoop * 3
    return result",71,ice cream,question_563
142,"In the first level of the game, Super Mario can collect up to 150 coins. In the second level, he can collect up to 200 coins. In the third level, he can collect up to 300 coins. How many coins can Super Mario collect in all three levels?","def solution():
    #Super Mario can collect
    coins_level1 = 150
    coins_level2 = 200
    coins_level3 = 300
    #coins in each level. The answer is
    result = coins_level1 + coins_level2 + coins_level3
    return result",650,Super Mario,question_564
603,A 24-can case of soda is on sale for $12.00. 24 cans of soda are the equivalent of 3.0 liters. 1.0 liter of soda is on sale for $2.50. How much money can you save by buying the 24-can case of soda?,"def solution():
    #24 cans of soda are the equivalent of 3.0 liters
    cans_to_liters = 3.0/24
    #1.0 liter of soda is on sale for $2.50
    liter_cost = 2.50
    #A 24-can case of soda is on sale for $12.00
    case_cost = 12.00
    #The answer is
    result = 24 * liter_cost - case_cost
    return result",48.0,,question_565
1192,1000 planes left the airport. 200 of them were passenger planes. 300 of them were military planes. 50 of them were cargo planes. The rest were private planes. How many were private planes?,"def solution():
    #Total number of planes
    total_planes = 1000
    #Number of passenger planes
    passenger_planes = 200
    #Number of military planes
    military_planes = 300
    #Number of cargo planes
    cargo_planes = 50
    #Number of private planes is
    private_planes = total_planes - passenger_planes - military_planes - cargo_planes
    return private_planes",450,planes,question_566
1088,Serena Williams has 12 Grand Slam titles. 3 of them are from the Australian Open. 5 of them are from Wimbledon. 2 of them are from the French Open. The rest are from the US Open. How many US Open titles does Serena Williams have?,"def solution():
    #Serena has 12 Grand Slam titles
    grand_slam_titles = 12
    #3 of them are from the Australian Open
    australian_open_titles = 3
    #5 of them are from Wimbledon
    wimbledon_titles = 5
    #2 of them are from the French Open
    french_open_titles = 2
    #The rest are from the US Open
    us_open_titles = grand_slam_titles - australian_open_titles - wimbledon_titles - french_open_titles
    return us_open_titles",2,Serena Williams,question_567
1264,300 people were at the park. 70% of the people ate at the ice cream stand. 25% of the people who ate at the ice cream stand bought 2 or more ice cream cones. How many people bought 2 or more ice cream cones?,"def solution():
    #300 people were at the park
    people_at_park = 300
    #70% of the people ate at the ice cream stand
    people_ate_ice_cream = 0.7 * people_at_park
    #25% of the people who ate at the ice cream stand bought 2 or more ice cream cones
    people_bought_2_cones = 0.25 * people_ate_ice_cream
    #The answer is
    result = people_bought_2_cones
    return result",52.5,ice cream,question_568
89,"A jumbo jet can fly 12000 miles in 12 hours. 
How many miles can it fly in 20 hours? 
(Assume it flies at a constant speed.)","def solution():
    #A jumbo jet can fly 12000 miles in 12 hours
    miles_flown_12_hours = 12000
    #20 hours is 1.67 times 12 hours
    time_20_hours = 1.67
    #The jumbo jet flies at a constant speed, so it will fly 1.67 times as far in 20 hours as it does in 12 hours
    miles_flown_20_hours = miles_flown_12_hours * time_20_hours
    return miles_flown_20_hours",20040.0,planes,question_569
853,Spiderman is in a 10-story building. He has to save 2 people on each floor. How many people does he have to save?,"def solution():
    #Spiderman is in a 10-story building
    floors = 10
    #He has to save 2 people on each floor
    people_per_floor = 2
    #The answer is
    result = floors * people_per_floor
    return result",20,Spiderman,question_570
631,Hello Kitty's 5th-grade class has 30 students. 1/6 of the students are left-handed. 1/2 of the students are right-handed. 1/5 of the students are both right and left-handed. How many students are neither right nor left-handed?,"def solution():
    #Total students
    total_students = 30
    #Left-handed students
    left_handed_students = total_students / 6
    #Right-handed students
    right_handed_students = total_students / 2
    #Both right and left-handed students
    both_handed_students = total_students / 5
    #Students who are neither right nor left-handed
    neither_handed_students = total_students - left_handed_students - right_handed_students - both_handed_students
    return neither_handed_students",4.0,Hello Kitty,question_571
620,"Barbie has 1200.00. She spends 250.00 on a new wardrobe, 50.00 on a new car, and 100.00 on a new house. How much money does she have left?","def solution():
    #Barbie started with 1200.00
    money_initial = 1200.00
    #She spent 250.00 on a new wardrobe, 50.00 on a new car, and 100.00 on a new house.
    wardrobe = 250.00
    car = 50.00
    house = 100.00
    #The answer is
    result = money_initial - wardrobe - car - house
    return result",800.0,Barbie,question_572
1345,"A 4-lane highway has 3,000 cars per lane. A 2-lane highway has 2,000 cars per lane. How many more cars are on the 4-lane highway than the 2-lane highway?","def solution():
    #4-lane highway has 3,000 cars per lane
    four_lane_cars_per_lane = 3000
    #2-lane highway has 2,000 cars per lane
    two_lane_cars_per_lane = 2000
    #4-lane highway has 4 lanes
    four_lane_lanes = 4
    #2-lane highway has 2 lanes
    two_lane_lanes = 2
    #The answer is
    result = (four_lane_cars_per_lane * four_lane_lanes) - (two_lane_cars_per_lane * two_lane_lanes)
    return result",8000,cars,question_573
223,"A pizzeria sells 30 pizzas on Monday, 40 pizzas on Tuesday, and 20 pizzas on Wednesday. Each pizza is 12 slices. How many slices of pizza does the pizzeria sell in the 3 days?","def solution():
    #The pizzeria sold 30 pizzas on Monday, 40 on Tuesday, and 20 on Wednesday
    pizzas_sold_monday = 30
    pizzas_sold_tuesday = 40
    pizzas_sold_wednesday = 20
    #Each pizza is 12 slices
    slices_per_pizza = 12
    #The answer is
    result = (pizzas_sold_monday + pizzas_sold_tuesday + pizzas_sold_wednesday) * slices_per_pizza
    return result",1080,,question_574
867,12 unicorns ate 100 apples. 24 unicorns ate 200 pears. How many fruits did the unicorns eat in total?,"def solution():
    #12 unicorns ate 100 apples
    unicorns_apples = 12
    apples = 100
    #24 unicorns ate 200 pears
    unicorns_pears = 24
    pears = 200
    #The answer is
    result = unicorns_apples * apples + unicorns_pears * pears
    return result",6000,unicorns,question_575
785,Steph Curry is 202 centimeters tall. 1 inch is 2.54 centimeters. How tall is Steph Curry in inches?,"def solution():
    #Steph Curry is 202 centimeters tall
    curry_height_cm = 202
    #1 inch is 2.54 centimeters
    inch_to_cm = 2.54
    #The answer is
    result = curry_height_cm / inch_to_cm
    return result",79.5275590551181,Steph Curry,question_576
178,"A pizza parlor sells 12-slice and 16-slice pizzas. They sell 12-slice pizzas for $12 and 16-slice pizzas for $16. If they sold 3 12-slice pizzas and 4 16-slice pizzas, how much money did they make?","def solution():
    #12-slice pizzas are sold for $12
    price_12_slice = 12
    #16-slice pizzas are sold for $16
    price_16_slice = 16
    #They sold 3 12-slice pizzas
    pizzas_12_slice = 3
    #They sold 4 16-slice pizzas
    pizzas_16_slice = 4
    #The answer is
    result = (price_12_slice * pizzas_12_slice) + (price_16_slice * pizzas_16_slice)
    return result",100,,question_577
147,120000 people live in a small town. 10000 of them are men. 25000 of the women are in a book club. 1/4 of the men are in a car club. How many people are not in a club?,"def solution():
    #Total people in the town
    total_people = 120000
    #Men in the town
    men = 10000
    #Women in the book club
    book_club_women = 25000
    #Men in the car club
    car_club_men = men / 4
    #People in a club
    people_in_club = book_club_women + car_club_men
    #People not in a club
    people_not_in_club = total_people - people_in_club
    return people_not_in_club",92500.0,,question_578
297,"A t-shirt costs $12.50. A hoodie costs $23.75. 50 people bought a t-shirt, and 25 people bought a hoodie. How much more money was made from the hoodies than the t-shirts?","def solution():
    #A t-shirt costs $12.50
    tshirt_cost = 12.50
    #A hoodie costs $23.75
    hoodie_cost = 23.75
    #50 people bought a t-shirt
    tshirt_sold = 50
    #25 people bought a hoodie
    hoodie_sold = 25
    #The answer is
    result = (hoodie_cost * hoodie_sold) - (tshirt_cost * tshirt_sold)
    return result",-31.25,,question_579
541,"The soccer team at the 2018 World Cup in Russia had 23 players. 11 of the players were on the field, 5 of the players were on the bench, and the rest of the players were in the locker room. How many players were in the locker room?","def solution():
    #The soccer team at the 2018 World Cup in Russia had 23 players. 11 of the players were on the field, 5 of the players were on the bench, and the rest of the players were in the locker room.
    total_players = 23
    players_on_field = 11
    players_on_bench = 5
    #The rest of the players were in the locker room.
    players_in_locker_room = total_players - players_on_field - players_on_bench
    return players_in_locker_room",7,soccer,question_580
550,The field hockey team has 15 players. The players are in 3 squads. How many players are in each squad?,"def solution():
    #There are 15 players in total
    total_players = 15
    #The players are in 3 squads
    squads = 3
    #The answer is
    result = total_players / squads
    return result",5.0,field hockey,question_581
449,"Spiderman can swing 100 feet in 1.5 seconds. 
How far can he swing in 5 seconds?","def solution():
    #Spiderman can swing 100 feet in 1.5 seconds
    feet_per_second = 100 / 1.5
    #He can swing
    feet_in_5_seconds = feet_per_second * 5
    #The answer is
    result = feet_in_5_seconds
    return result",333.33333333333337,Spiderman,question_582
180,A Pikachu weighs 6.6 pounds. 50 Pikachus weigh 10 times as much as a Snorlax. 10 Snorlaxes weigh 5000 pounds. How many pounds does 1000 Pikachus weigh?,"def solution():
    #A Pikachu weighs 6.6 pounds
    pikachu_weight = 6.6
    #50 Pikachus weigh 10 times as much as a Snorlax
    snorlax_weight = (50 * pikachu_weight) / 10
    #10 Snorlaxes weigh 5000 pounds
    total_snorlax_weight = 10 * snorlax_weight
    #The answer is
    result = (1000 * pikachu_weight)
    return result",6600.0,Pokémon,question_583
752,"The 50-person cheerleading squad is practicing for a competition. 10 of the cheerleaders are in the air, 20 of them are on the ground, and the rest are on the sidelines. How many cheerleaders are on the sidelines?","def solution():
    #The total number of cheerleaders
    total_cheerleaders = 50
    #The number of cheerleaders in the air
    in_air = 10
    #The number of cheerleaders on the ground
    on_ground = 20
    #The number of cheerleaders on the sidelines is
    on_sidelines = total_cheerleaders - in_air - on_ground
    return on_sidelines",20,cheer leading,question_584
739,"LeBron James is 6' 9"" tall.  He can dunk a basketball from 12"" above the rim.  How high is the top of the backboard?  (5 feet = 60 inches)","def solution():
    #LeBron is 6' 9"" tall
    lebron_height = 6 * 12 + 9 
    #He can dunk a basketball from 12"" above the rim
    dunk_height = 12
    #The rim is 10' high
    rim_height = 10 * 12
    #The backboard is 6"" high
    backboard_height = 6
    #The answer is
    result = lebron_height + dunk_height + rim_height - backboard_height
    return result",207,LeBron James,question_585
1127,"Iron Man has 48 armor suits. He has 35 in his vault, 8 in the lab, and the rest in his penthouse. How many are in his penthouse?","def solution():
    #Iron Man has 48 armor suits
    armor_suits = 48
    #He has 35 in his vault
    vault = 35
    #8 in the lab
    lab = 8
    #The rest are in his penthouse. The answer is
    penthouse = armor_suits - vault - lab
    return penthouse",5,Iron Man,question_586
172,25000 people live in a town. 1/5 of the people in the town are unemployed. 3/5 of the employed people are men. 1/3 of the unemployed people are women. How many unemployed women are there?,"def solution():
    #Total population
    total_population = 25000
    #Fraction of unemployed
    unemployed_fraction = 1/5
    #Fraction of employed men
    employed_men_fraction = 3/5
    #Fraction of unemployed women
    unemployed_women_fraction = 1/3
    #The answer is
    result = total_population * unemployed_fraction * unemployed_women_fraction
    return result",1666.6666666666665,,question_587
44,Serena Williams has 22 Grand Slam titles. 12 of them are in singles and 8 of them are in the women's doubles. The rest are in the mixed doubles. How many mixed doubles titles does she have?,"def solution():
    #Serena Williams has 22 Grand Slam titles
    grand_slam_titles = 22
    #12 of them are in singles and 8 of them are in the women's doubles
    singles_titles = 12
    women_doubles_titles = 8
    #The rest are in the mixed doubles. The answer is
    mixed_doubles_titles = grand_slam_titles - singles_titles - women_doubles_titles
    return mixed_doubles_titles",2,Serena Williams,question_588
833,Iron Man has 250 amps of power. 100 amps of power are used to fly. 50 amps of power are used to fire a repulsor ray. 20 amps of power are used to fire a unibeam. How much power is left?,"def solution():
    #Iron Man started with 250 amps of power
    power_initial = 250
    #100 amps of power are used to fly
    power_fly = 100
    #50 amps of power are used to fire a repulsor ray
    power_repulsor = 50
    #20 amps of power are used to fire a unibeam
    power_unibeam = 20
    #The answer is
    result = power_initial - power_fly - power_repulsor - power_unibeam
    return result",80,Iron Man,question_589
447,"Mario has 25 gold coins. 
He jumps on 5 Koopas, which each give him 3 coins. 
He also hits 3 ? blocks, which each give him 8 coins. 
How many coins does he have now?","def solution():
    #Mario started with 25 gold coins
    coins_initial = 25
    #He jumps on 5 Koopas, which each give him 3 coins
    coins_from_koopas = 5 * 3
    #He also hits 3 ? blocks, which each give him 8 coins
    coins_from_blocks = 3 * 8
    #The answer is
    result = coins_initial + coins_from_koopas + coins_from_blocks
    return result",64,Super Mario,question_590
255,2500 people live in a small town. 1000 of them are men. 400 of the men are over 50. 100 of the men are under 18. How many men in the town are between 18 and 50?,"def solution():
    #Total population is 2500
    total_population = 2500
    #1000 of them are men
    men = 1000
    #400 of the men are over 50
    men_over_50 = 400
    #100 of the men are under 18
    men_under_18 = 100
    #The answer is
    result = men - men_over_50 - men_under_18
    return result",500,,question_591
888,"A pizza has 8 slices. 3 of the slices have mushrooms, 2 of the slices have pineapple, and 1 of the slices has both mushrooms and pineapple.  How many slices of pizza do not have pineapple?","def solution():
    #Total slices of pizza
    total_slices = 8
    #Slices with mushrooms
    mushroom_slices = 3
    #Slices with pineapple
    pineapple_slices = 2
    #Slices with both mushrooms and pineapple
    both_slices = 1
    #Slices that do not have pineapple are all slices minus slices with pineapple and slices with both mushrooms and pineapple
    no_pineapple_slices = total_slices - pineapple_slices - both_slices
    return no_pineapple_slices",5,pizza,question_592
763,25 lacrosse players are on the field. 15 more players join the game. 10 of the players on the field are sent to the penalty box. 4 of the players in the penalty box are let out. How many players are on the field?,"def solution():
    #Players on the field
    players_on_field = 25
    #Players that join the game
    players_join = 15
    #Players sent to the penalty box
    players_penalty_box = 10
    #Players let out of the penalty box
    players_let_out = 4
    #The answer is
    result = players_on_field + players_join - players_penalty_box + players_let_out
    return result",34,lacrosse,question_593
724,Barbie has 100 pink pencils. She gave 30 pink pencils to her 30 classmates. How many pink pencils does she have left?,"def solution():
    #Barbie started with 100 pink pencils
    pink_pencils_initial = 100
    #She gave 30 pink pencils to her 30 classmates
    pink_pencils_given = 30
    #The answer is
    result = pink_pencils_initial - pink_pencils_given
    return result",70,Barbie,question_594
829,"A Pikachu weighs 13.5 ounces. A Squirtle weighs 2.5 ounces more than a Pikachu. A Jigglypuff weighs 1.5 ounces more than a Squirtle. How much does a Pikachu, a Squirtle, and a Jigglypuff weigh together?","def solution():
    #A Pikachu weighs 13.5 ounces
    pikachu_weight = 13.5
    #A Squirtle weighs 2.5 ounces more than a Pikachu
    squirtle_weight = pikachu_weight + 2.5
    #A Jigglypuff weighs 1.5 ounces more than a Squirtle
    jigglypuff_weight = squirtle_weight + 1.5
    #The answer is
    result = pikachu_weight + squirtle_weight + jigglypuff_weight
    return result",47.0,Pokémon,question_595
394,1200 people are at a rally. 150 of them are wearing hats. 25% of the people wearing hats are also wearing sunglasses. How many people at the rally are wearing sunglasses?,"def solution():
    #Total number of people at the rally
    total_people = 1200
    #Number of people wearing hats
    people_with_hats = 150
    #Percentage of people wearing hats who also wear sunglasses
    sunglasses_percentage = 0.25
    #Number of people wearing sunglasses
    people_with_sunglasses = people_with_hats * sunglasses_percentage
    #The answer is
    result = people_with_sunglasses
    return result",37.5,,question_596
483,312 is the first number to have how many 1s and 2s in its factors?,"def solution():
    #312 is the first number to have 5 1s and 2s in its factors
    num_1s_2s = 5
    return num_1s_2s",5,,question_597
1010,"Steph Curry, the Golden State Warriors point guard, is the best 3-point shooter in the history of the NBA.  He has 2,977 3-pointers and is 352 3-pointers away from the all-time record.  In the 2020-2021 season, he averaged 5 3-pointers a game.  If he maintains that average, how many games will it take for him to break the all-time record?","def solution():
    # Steph Curry's current 3-pointers
    curry_3_pointers = 2977
    # 3-pointers away from the all-time record
    away_from_record = 352
    # 3-pointers per game
    per_game = 5

    # games to break the all-time record
    games_to_break_record = away_from_record / per_game

    return games_to_break_record",70.4,Steph Curry,question_598
480,"Captain America, in his civilian identity as Steve Rogers, is a mild-mannered and understated man.  He is 6'2"" tall and, in his super-soldier form, weighs 240 pounds.  As a civilian, he weighs 120 pounds.  How many more pounds does he weigh in his super-soldier form than in his civilian form?","def solution():
    #Steve Rogers is 6'2"" tall and weighs 240 pounds in his super-soldier form
    super_soldier_height = 6.2
    super_soldier_weight = 240
    #As a civilian, he weighs 120 pounds
    civilian_weight = 120
    #The answer is
    result = super_soldier_weight - civilian_weight
    return result",120,Captain America,question_599
597,"Serena Williams has 100 aces. 30% of her aces are in the first set, 25% of her aces are in the second set, and 20% of her aces are in the third set. How many aces does she have in the fourth set?","def solution():
    #Serena has 100 aces
    aces = 100
    #30% of her aces are in the first set
    aces_first_set = aces * 0.30
    #25% of her aces are in the second set
    aces_second_set = aces * 0.25
    #20% of her aces are in the third set
    aces_third_set = aces * 0.20
    #The aces in the fourth set are the aces she has left
    aces_fourth_set = aces - aces_first_set - aces_second_set - aces_third_set
    return aces_fourth_set",25.0,Serena Williams,question_600
1021,Patrick Mahomes has 232 touchdowns. 124 of them are passing touchdowns and 62 of them are rushing touchdowns. How many of his touchdowns are neither passing nor rushing?,"def solution():
    #Patrick Mahomes has 232 touchdowns
    touchdowns = 232
    #124 of them are passing touchdowns
    passing_touchdowns = 124
    #62 of them are rushing touchdowns
    rushing_touchdowns = 62
    #The answer is
    result = touchdowns - passing_touchdowns - rushing_touchdowns
    return result",46,Patrick Mahomes,question_601
355,Batman has 50 Batarangs. 20 of them are in the Batmobile. 10 of them are in the Batcave. 5 of them are in his Utility Belt. 4 of them are in the Batwing. How many Batarangs does he have left?,"def solution():
    #Batman has 50 Batarangs
    batarangs_total = 50
    #20 of them are in the Batmobile
    batarangs_batmobile = 20
    #10 of them are in the Batcave
    batarangs_batcave = 10
    #5 of them are in his Utility Belt
    batarangs_utility_belt = 5
    #4 of them are in the Batwing
    batarangs_batwing = 4
    #The answer is
    result = batarangs_total - batarangs_batmobile - batarangs_batcave - batarangs_utility_belt - batarangs_batwing
    return result",11,Batman,question_602
902,"Harry Potter, the famous wizard, has 3000 galleons. He has to spend 500 galleons to buy his books, 200 galleons to buy his robes, and 1000 galleons to buy his wand. How many galleons does he have left?","def solution():
    #Harry Potter started with 3000 galleons
    galleons_initial = 3000
    #He has to spend 500 galleons on books, 200 galleons on robes, and 1000 galleons on his wand
    galleons_spent_books = 500
    galleons_spent_robes = 200
    galleons_spent_wand = 1000
    #The answer is
    result = galleons_initial - galleons_spent_books - galleons_spent_robes - galleons_spent_wand
    return result",1300,Harry Potter,question_603
569,"A bakery baked 120 cookies. They sold 30 in the morning, 20 in the afternoon, and 15 in the evening. 10 were returned. How many cookies are left?","def solution():
    #The bakery started with 120 cookies
    cookies_baked = 120
    #They sold 30 in the morning, 20 in the afternoon, and 15 in the evening
    cookies_sold_morning = 30
    cookies_sold_afternoon = 20
    cookies_sold_evening = 15
    #10 were returned
    cookies_returned = 10
    #The answer is
    result = cookies_baked - cookies_sold_morning - cookies_sold_afternoon - cookies_sold_evening + cookies_returned
    return result",65,cookies,question_604
1091,4 unicorns ate 200 apples. 3 unicorns ate 150 apples. 2 unicorns ate 50 apples. How many unicorns ate 100 apples?,"def solution():
    #4 unicorns ate 200 apples
    unicorns_4 = 200
    #3 unicorns ate 150 apples
    unicorns_3 = 150
    #2 unicorns ate 50 apples
    unicorns_2 = 50
    #The answer is
    result = (unicorns_4 + unicorns_3 + unicorns_2) / 100
    return result",4.0,unicorns,question_605
210,The 12:10 to Yuma is a 3-hour train ride. The 3:10 to Yuma is a 4-hour train ride. The 5:10 to Yuma is a 5-hour train ride. How much longer is the 5:10 to Yuma than the 12:10 to Yuma?,"def solution():
    #The 12:10 to Yuma is a 3-hour train ride
    time_12_10 = 3
    #The 3:10 to Yuma is a 4-hour train ride
    time_3_10 = 4
    #The 5:10 to Yuma is a 5-hour train ride
    time_5_10 = 5
    #The 5:10 to Yuma is
    result = time_5_10 - time_12_10
    return result",2,trains,question_606
469,"Steph Curry, the NBA star, is 6 feet 3 inches tall. 6 feet is the same as 180 centimeters. How many centimeters is Steph Curry's height?","def solution():
    #1 foot is 30.48 centimeters
    foot_to_cm = 30.48
    #Steph Curry is 6 feet 3 inches
    steph_curry_height_feet = 6.3
    #1 inch is 2.54 centimeters
    inch_to_cm = 2.54
    #His height in centimeters is
    steph_curry_height_cm = (steph_curry_height_feet * foot_to_cm) + (3 * inch_to_cm)
    return steph_curry_height_cm",199.644,Steph Curry,question_607
942,Superman is 1000 times as strong as an ant. 1000 ants can lift a 200 pound log. How many 200 pound logs can Superman lift?,"def solution():
    #1000 ants can lift a 200 pound log
    ants_lifting_power = 1000
    #Superman is 1000 times as strong as an ant
    superman_lifting_power = ants_lifting_power * 1000
    #The answer is
    result = superman_lifting_power
    return result",1000000,Superman,question_608
988,A field hockey game is 60 minutes long. The first half of the game is 30 minutes long. The second half of the game is 10 minutes longer. How long is the second half?,"def solution():
    #A field hockey game is 60 minutes long
    game_length = 60
    #The first half of the game is 30 minutes long
    first_half_length = 30
    #The second half of the game is 10 minutes longer
    second_half_length = game_length - first_half_length
    return second_half_length",30,field hockey,question_609
266,"There are 4 Ninja Turtles. 2 of them are wearing red, 1 is wearing green, and 1 is wearing blue. How many Ninja Turtles are not wearing blue?","def solution():
    #There are 4 Ninja Turtles
    ninja_turtles = 4
    #2 of them are wearing red
    red_turtles = 2
    #1 is wearing green
    green_turtles = 1
    #1 is wearing blue
    blue_turtles = 1
    #The answer is
    result = ninja_turtles - blue_turtles
    return result",3,Ninja Turtles,question_610
957,"Thor, the God of Thunder, has 325 Mjolnirs. He forges 12 Mjolnirs per day, 5 days a week. How many Mjolnirs does he have after 10 weeks?","def solution():
    #Thor started with 325 Mjolnirs
    mjolnirs_initial = 325
    #He forges 12 Mjolnirs per day, 5 days a week
    mjolnirs_per_week = 12 * 5
    #There are 10 weeks
    num_weeks = 10
    #He forges
    mjolnirs_added = mjolnirs_per_week * num_weeks
    #Mjolnirs. The answer is
    result = mjolnirs_initial + mjolnirs_added
    return result",925,Thor,question_611
1263,Patrick Mahomes has 115.2 passing yards per game. He has 6 games. How many passing yards does he have in total?,"def solution():
    #Patrick Mahomes has 115.2 passing yards per game
    passing_yards_per_game = 115.2
    #He has 6 games
    games = 6
    #The answer is
    result = passing_yards_per_game * games
    return result",691.2,Patrick Mahomes,question_612
68,"Naruto has 1500 Ryo. He spends 400 Ryo on a new outfit, 150 Ryo on a new headband, and 200 Ryo on a new set of kunai. How much money does he have left?","def solution():
    #Naruto started with 1500 Ryo
    ryo_initial = 1500
    #He spent 400 Ryo on a new outfit
    ryo_outfit = 400
    #He spent 150 Ryo on a new headband
    ryo_headband = 150
    #He spent 200 Ryo on a new set of kunai
    ryo_kunai = 200
    #The answer is
    result = ryo_initial - ryo_outfit - ryo_headband - ryo_kunai
    return result",750,Naruto,question_613
